sample_alias	tax_id	scientific_name	common_name	anonymized_name	sample_title	sample_description	COUNTRY	tissue_type	Source	DNA_Designation	DNA_Accno_source	DNA_VARNAME	DNA_VARNAME_unicode	DNA_Othername	Genetic_Stock_Accno	Genetic_stock_Designation(varname)	Variety Group (Tree)
IRIS_313-10604	4530	Oryza sativa	rice	IRIS 313-10604	WGS sequence of Rice line IRIS 313-10604	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Bangladesh	leaf	IRRI	DV 2::IRGC 8806-1	IRGC 8806	DV2	DV2		IRGC 127347	DV 2::IRGC 8806-1	Aus/boro
IRIS_313-10605	4530	Oryza sativa	rice	IRIS 313-10605	WGS sequence of Rice line IRIS 313-10605	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Bangladesh	leaf	IRRI	DV 86::IRGC 8840-1	IRGC 8840	DV86	DV86		IRGC 127348	DV 86::IRGC 8840-1	Aus/boro
IRIS_313-10606	4530	Oryza sativa	rice	IRIS 313-10606	WGS sequence of Rice line IRIS 313-10606	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Bangladesh	leaf	IRRI	DV 110::IRGC 8855-1	IRGC 8855	DV110	DV110		IRGC 127346	DV 110::IRGC 8855-1	Aus/boro
IRIS_313-10608	4530	Oryza sativa	rice	IRIS 313-10608	WGS sequence of Rice line IRIS 313-10608	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	T 21::IRGC 8892-1	IRGC 8892	T 21	T 21		IRGC 127832	T 21::IRGC 8892-1	Aus/boro
IRIS_313-10609	4530	Oryza sativa	rice	IRIS 313-10609	WGS sequence of Rice line IRIS 313-10609	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Sri Lanka	leaf	IRRI	MATHOLUWA::IRGC 8901-1	IRGC 8901	MATHOLUWA	MATHOLUWA		IRGC 127612	MATHOLUWA::IRGC 8901-1	Indica
IRIS_313-10610	4530	Oryza sativa	rice	IRIS 313-10610	WGS sequence of Rice line IRIS 313-10610	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Sri Lanka	leaf	IRRI	ALAGUSAMBA::IRGC 8944-1	IRGC 8944	ALAGUSAMBA	ALAGUSAMBA				Indica
IRIS_313-10614	4530	Oryza sativa	rice	IRIS 313-10614	WGS sequence of Rice line IRIS 313-10614	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Hong Kong	leaf	IRRI	HAM MOON::IRGC 9135-1	IRGC 9135	HAM MOON	HAM MOON		IRGC 128049	HAM MOON::IRGC 9135-2	Indica
IRIS_313-10623	4530	Oryza sativa	rice	IRIS 313-10623	WGS sequence of Rice line IRIS 313-10623	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Nepal	leaf	IRRI	SIDALI::IRGC 9567-1	IRGC 9567	SIDALI	SIDALI		IRGC 127804	SIDALI::IRGC 9567-1	Aus/boro
IRIS_313-10628	4530	Oryza sativa	rice	IRIS 313-10628	WGS sequence of Rice line IRIS 313-10628	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	O. SATIVA::IRGC 10164-1	IRGC 10164						Indica
IRIS_313-10631	4530	Oryza sativa	rice	IRIS 313-10631	WGS sequence of Rice line IRIS 313-10631	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Taiwan	leaf	IRRI	SHINCHIKU IKU 97::IRGC 10429-1	IRGC 10429	SHINCHIKU-IKU 97	SHINCHIKU-IKU 97		IRGC 127798	SHINCHIKU IKU 97::IRGC 10429-1	Temperate japonica
IRIS_313-10640	4530	Oryza sativa	rice	IRIS 313-10640	WGS sequence of Rice line IRIS 313-10640	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	SR 26 B::IRGC 10803-1	IRGC 10803	SR26 B	SR26 B		IRGC 128169	SR 26 B::IRGC 10803-2	Indica
IRIS_313-10642	4530	Oryza sativa	rice	IRIS 313-10642	WGS sequence of Rice line IRIS 313-10642	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Japan	leaf	IRRI	SACHIKAZE::IRGC 10891-1	IRGC 10891	SACHIKAZE	SACHIKAZE		IRGC 128455	SACHIKAZE::IRGC 10891-1	Temperate japonica
IRIS_313-10644	4530	Oryza sativa	rice	IRIS 313-10644	WGS sequence of Rice line IRIS 313-10644	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	IRRI	BUSIYETAN::IRGC 11205-1	IRGC 11205	BUSIYETAN	BUSIYETAN		IRGC 128249	BUSIYETAN::IRGC 11205-1	Tropical japonica
IRIS_313-10645	4530	Oryza sativa	rice	IRIS 313-10645	WGS sequence of Rice line IRIS 313-10645	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	IRRI	LENKIBE-N::IRGC 11216-1	IRGC 11216	LENKIBE-N	LENKIBE-N		IRGC 128359	LENKIBE-N::IRGC 11216-1	Tropical japonica
IRIS_313-10648	4530	Oryza sativa	rice	IRIS 313-10648	WGS sequence of Rice line IRIS 313-10648	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Cambodia	leaf	IRRI	PREAH SIHANOUK::IRGC 11328-1	IRGC 11328	PREAH SIHANOUK	PREAH SIHANOUK				Indica
IRIS_313-10649	4530	Oryza sativa	rice	IRIS 313-10649	WGS sequence of Rice line IRIS 313-10649	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	IRRI	RACION 1::IRGC 11340-1	IRGC 11340	RACION 1	RACION 1		IRGC 127758	RACION 1::IRGC 11340-1	Japonica
IRIS_313-10650	4530	Oryza sativa	rice	IRIS 313-10650	WGS sequence of Rice line IRIS 313-10650	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Thailand	leaf	IRRI	NAHNG PRAYAH 132::IRGC 11470-1	IRGC 11470	NAHNG PRAYAH 132	NAHNG PRAYAH 132				Indica
IRIS_313-10651	4530	Oryza sativa	rice	IRIS 313-10651	WGS sequence of Rice line IRIS 313-10651	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	PHOU SAO LEUM NYANG::IRGC 11570-1	IRGC 11570	Phou sao leum nyang	Phou sao leum nyang		IRGC 128134	PHOU SAO LEUM NYANG::IRGC 11570-2	Indica
IRIS_313-10652	4530	Oryza sativa	rice	IRIS 313-10652	WGS sequence of Rice line IRIS 313-10652	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	CHAO PEUAK DENG::IRGC 11602-1	IRGC 11602	Chao peuak deng	Chao peuak deng		IRGC 127268	CHAO PEUAK DENG::IRGC 11602-1	Indica
IRIS_313-10617	4530	Oryza sativa	rice	IRIS 313-10617	WGS sequence of Rice line IRIS 313-10617	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."		leaf	IRRI	KARA SHALI::IRGC 9293-1	IRGC 9293	KARA SHALI	KARA SHALI			KARA SHALI::IRGC 9293-1	Temperate japonica
IRIS_313-10653	4530	Oryza sativa	rice	IRIS 313-10653	WGS sequence of Rice line IRIS 313-10653	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	MAK KHEUA::IRGC 11628-1	IRGC 11628	Mak kheua	Mak kheua			MAK KHEUA::IRGC 11628-1	Tropical japonica
IRIS_313-10654	4530	Oryza sativa	rice	IRIS 313-10654	WGS sequence of Rice line IRIS 313-10654	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	KA SAEN::IRGC 11642-1	IRGC 11642	Ka saen	Ka saen		IRGC 128335	KA SAEN::IRGC 11642-1	Indica
IRIS_313-10655	4530	Oryza sativa	rice	IRIS 313-10655	WGS sequence of Rice line IRIS 313-10655	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	EA HOUM::IRGC 11783-1	IRGC 11783	Ea houm	Ea houm		IRGC 128285	EA HOUM::IRGC 11783-1	Indica
IRIS_313-10656	4530	Oryza sativa	rice	IRIS 313-10656	WGS sequence of Rice line IRIS 313-10656	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	NOK KOD::IRGC 11784-1	IRGC 11784	Nok kod	Nok kod		IRGC 128407	NOK KOD::IRGC 11784-1	Tropical japonica
IRIS_313-10657	4530	Oryza sativa	rice	IRIS 313-10657	WGS sequence of Rice line IRIS 313-10657	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	THANGONE::IRGC 11816-1	IRGC 11816	THANGONE	THANGONE				Tropical japonica
IRIS_313-10659	4530	Oryza sativa	rice	IRIS 313-10659	WGS sequence of Rice line IRIS 313-10659	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	LONG MA::IRGC 11867-1	IRGC 11867	LONG MA	LONG MA		IRGC 127574	LONG MA::IRGC 11867-1	Indica
IRIS_313-10660	4530	Oryza sativa	rice	IRIS 313-10660	WGS sequence of Rice line IRIS 313-10660	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	LEP HED::IRGC 11917-1	IRGC 11917	Lep hed	Lep hed		IRGC 128360	LEP HED::IRGC 11917-1	Tropical japonica
IRIS_313-10661	4530	Oryza sativa	rice	IRIS 313-10661	WGS sequence of Rice line IRIS 313-10661	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Sri Lanka	leaf	IRRI	SAMBA::IRGC 11993-1	IRGC 11993	SAMBA	SAMBA		IRGC 127781	SAMBA::IRGC 11993-1	Indica
IRIS_313-10662	4530	Oryza sativa	rice	IRIS 313-10662	WGS sequence of Rice line IRIS 313-10662	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Sri Lanka	leaf	IRRI	KAHATAWEE::IRGC 12004-1	IRGC 12004	KAHATAWEE	KAHATAWEE		IRGC 127476	KAHATAWEE::IRGC 12004-1	Indica
IRIS_313-10618	4530	Oryza sativa	rice	IRIS 313-10618	WGS sequence of Rice line IRIS 313-10618	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."		leaf	IRRI	CHINES::IRGC 9316-1	IRGC 9316	CHINES	CHINES		IRGC 128261	CHINES::IRGC 9316-1	Temperate japonica
IRIS_313-10664	4530	Oryza sativa	rice	IRIS 313-10664	WGS sequence of Rice line IRIS 313-10664	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 6052::IRGC 12196-1	IRGC 12196	ARC 6052	ARC 6052		IRGC 127163	ARC 6052::IRGC 12196-1	Indica
IRIS_313-10666	4530	Oryza sativa	rice	IRIS 313-10666	WGS sequence of Rice line IRIS 313-10666	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 6218::IRGC 12255-1	IRGC 12255	ARC 6218	ARC 6218		IRGC 127164	ARC 6218::IRGC 12255-1	Indica
IRIS_313-10667	4530	Oryza sativa	rice	IRIS 313-10667	WGS sequence of Rice line IRIS 313-10667	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 7236::IRGC 12335-1	IRGC 12335	ARC 7236	ARC 7236		IRGC 127168	ARC 7236::IRGC 12335-1	Indica
IRIS_313-10668	4530	Oryza sativa	rice	IRIS 313-10668	WGS sequence of Rice line IRIS 313-10668	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 7255::IRGC 12343-1	IRGC 12343	ARC 7255	ARC 7255		IRGC 127974	ARC 7255::IRGC 12343-2	Indica
IRIS_313-10670	4530	Oryza sativa	rice	IRIS 313-10670	WGS sequence of Rice line IRIS 313-10670	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 10296::IRGC 12421-1	IRGC 12421	ARC 10296	ARC 10296				Basmati/sadri
IRIS_313-10671	4530	Oryza sativa	rice	IRIS 313-10671	WGS sequence of Rice line IRIS 313-10671	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 10581::IRGC 12514-1	IRGC 12514	ARC 10581	ARC 10581		IRGC 127128	ARC 10581::IRGC 12514-1	Indica
IRIS_313-10619	4530	Oryza sativa	rice	IRIS 313-10619	WGS sequence of Rice line IRIS 313-10619	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."		leaf	IRRI	BICCO BRANCO::IRGC 9478-1	IRGC 9478	BICCO BRANCO	BICCO BRANCO		IRGC 127225	BICCO BRANCO::IRGC 9478-1	Tropical japonica
IRIS_313-10673	4530	Oryza sativa	rice	IRIS 313-10673	WGS sequence of Rice line IRIS 313-10673	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 10843::IRGC 12653-1	IRGC 12653	ARC 10843	ARC 10843		IRGC 127130	ARC 10843::IRGC 12653-1	Aus/boro
IRIS_313-10674	4530	Oryza sativa	rice	IRIS 313-10674	WGS sequence of Rice line IRIS 313-10674	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 10846::IRGC 12656-1	IRGC 12656	ARC 10846	ARC 10846		IRGC 127932	ARC 10846::IRGC 12656-2	Indica
IRIS_313-10675	4530	Oryza sativa	rice	IRIS 313-10675	WGS sequence of Rice line IRIS 313-10675	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 10905::IRGC 12669-1	IRGC 12669	ARC 10905	ARC 10905		IRGC 127132	ARC 10905::IRGC 12669-1	Indica
IRIS_313-10676	4530	Oryza sativa	rice	IRIS 313-10676	WGS sequence of Rice line IRIS 313-10676	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 10916::IRGC 12673-1	IRGC 12673	ARC 10916	ARC 10916		IRGC 127133	ARC 10916::IRGC 12673-1	Indica
IRIS_313-10677	4530	Oryza sativa	rice	IRIS 313-10677	WGS sequence of Rice line IRIS 313-10677	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Japan	leaf	IRRI	DEWAMINORI::IRGC 12743-1	IRGC 12743	DEWAMINORI	DEWAMINORI		IRGC 128277	DEWAMINORI::IRGC 12743-1	Temperate japonica
IRIS_313-10678	4530	Oryza sativa	rice	IRIS 313-10678	WGS sequence of Rice line IRIS 313-10678	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Madagascar	leaf	IRRI	MAKALIOKA::IRGC 12781-1	IRGC 12781	MAKALIOKA	MAKALIOKA				Indica
IRIS_313-10679	4530	Oryza sativa	rice	IRIS 313-10679	WGS sequence of Rice line IRIS 313-10679	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	KHAI DO::IRGC 12903-1	IRGC 12903	Khai do	Khai do				Tropical japonica
IRIS_313-10680	4530	Oryza sativa	rice	IRIS 313-10680	WGS sequence of Rice line IRIS 313-10680	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	MAK NAM::IRGC 12940-1	IRGC 12940	Mak nam	Mak nam				Indica
IRIS_313-10681	4530	Oryza sativa	rice	IRIS 313-10681	WGS sequence of Rice line IRIS 313-10681	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	KHAN THAI DO::IRGC 12990-1	IRGC 12990	Khan thai do	Khan thai do		IRGC 128338	KHAN THAI DO::IRGC 12990-1	Indica
IRIS_313-10682	4530	Oryza sativa	rice	IRIS 313-10682	WGS sequence of Rice line IRIS 313-10682	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	PA KHENG::IRGC 12996-1	IRGC 12996	PA KHENG	PA KHENG		IRGC 127707	PA KHENG::IRGC 12996-1	Indica
